trial,water_temp,date,record,time_s,kohms,mv,room_temp,
2,21,9/7/2021 14:59,290,5,-2.486,406.3,22.61,
2,21,9/7/2021 14:59,291,10,-2.536,399.9,22.61,
2,21,9/7/2021 14:59,292,15,-2.609,396.3,22.61,
2,21,9/7/2021 14:59,293,20,-2.656,393.1,22.61,
2,21,9/7/2021 14:59,294,25,-2.664,390.2,22.61,
2,21,9/7/2021 14:59,295,30,-2.677,388.5,22.61,
2,21,9/7/2021 14:59,296,35,-2.675,385.7,22.61,
2,21,9/7/2021 14:59,297,40,-2.669,383.7,22.61,
2,21,9/7/2021 14:59,298,45,-2.654,381.7,22.61,
2,21,9/7/2021 14:59,299,50,-2.648,378.7,22.61,
2,21,9/7/2021 14:59,300,55,-2.651,377.1,22.61,
2,21,9/7/2021 15:00,301,60,-2.633,375.2,22.61,
2,21,9/7/2021 15:00,302,65,-2.623,373,22.6,
2,21,9/7/2021 15:00,303,70,-2.612,371.2,22.6,
2,21,9/7/2021 15:00,304,75,-2.597,368.8,22.61,
2,21,9/7/2021 15:00,305,80,-2.581,367.6,22.6,
2,21,9/7/2021 15:00,306,85,-2.573,365.5,22.61,
2,21,9/7/2021 15:00,307,90,-2.56,364.4,22.61,
2,21,9/7/2021 15:00,308,95,-2.56,362.7,22.61,
2,21,9/7/2021 15:00,309,100,-2.557,360.9,22.61,
2,21,9/7/2021 15:00,310,105,-2.544,359.9,22.6,
2,21,9/7/2021 15:00,311,110,-2.544,358.7,22.61,
2,21,9/7/2021 15:00,312,115,-2.526,357.2,22.61,
2,21,9/7/2021 15:01,313,120,-2.523,355.1,22.61,
2,21,9/7/2021 15:01,314,125,-2.513,354.1,22.61,
2,21,9/7/2021 15:01,315,130,-2.502,352.7,22.61,
2,21,9/7/2021 15:01,316,135,-2.489,351.9,22.61,
2,21,9/7/2021 15:01,317,140,-2.475,350.3,22.6,
2,21,9/7/2021 15:01,318,145,-2.454,349.3,22.61,
2,21,9/7/2021 15:01,319,150,-2.454,347.8,22.6,
2,21,9/7/2021 15:01,320,155,-2.449,346.7,22.61,
2,21,9/7/2021 15:01,321,160,-2.43,345.1,22.6,
2,21,9/7/2021 15:01,322,165,-2.415,344.1,22.6,
2,21,9/7/2021 15:01,323,170,-2.396,342.9,22.6,
2,21,9/7/2021 15:01,324,175,-2.386,342.4,22.6,
2,21,9/7/2021 15:02,325,180,-2.372,340.7,22.59,
2,21,9/7/2021 15:02,326,185,-2.349,339.3,22.59,
2,21,9/7/2021 15:02,327,190,-2.343,338.3,22.59,
2,21,9/7/2021 15:02,328,195,-2.317,337.6,22.6,
2,21,9/7/2021 15:02,329,200,-2.314,336.7,22.59,
2,21,9/7/2021 15:02,330,205,-2.28,335.4,22.59,
2,21,9/7/2021 15:02,331,210,-2.263,334,22.59,
2,21,9/7/2021 15:02,332,215,-2.26,333.7,22.6,
2,21,9/7/2021 15:02,333,220,-2.231,332.8,22.6,
2,21,9/7/2021 15:02,334,225,-2.199,331.6,22.6,
2,21,9/7/2021 15:02,335,230,-2.189,331.3,22.59,
2,21,9/7/2021 15:02,336,235,-2.157,330.5,22.59,
2,21,9/7/2021 15:03,337,240,-2.136,329.9,22.59,
2,21,9/7/2021 15:03,338,245,-2.109,328.6,22.59,
2,21,9/7/2021 15:03,339,250,-2.093,328.5,22.59,
2,21,9/7/2021 15:03,340,255,-2.064,327.8,22.59,
2,21,9/7/2021 15:03,341,260,-2.054,327.2,22.59,
2,21,9/7/2021 15:03,342,265,-2.043,326.3,22.59,
2,21,9/7/2021 15:03,343,270,-2.027,326,22.59,
2,21,9/7/2021 15:03,344,275,-2.009,325.6,22.59,
2,21,9/7/2021 15:03,345,280,-1.993,325.5,22.59,
2,21,9/7/2021 15:03,346,285,-1.972,324.4,22.59,
2,21,9/7/2021 15:03,347,290,-1.959,324,22.59,
2,21,9/7/2021 15:03,348,295,-1.951,323.6,22.59,
2,21,9/7/2021 15:04,349,300,-1.874,323.5,22.59,
3,21,9/7/2021 15:06,373,0,-2.24,415.2,22.59,
3,21,9/7/2021 15:06,374,5,-2.235,400.2,22.59,
3,21,9/7/2021 15:06,375,10,-2.227,396.8,22.59,
3,21,9/7/2021 15:06,376,15,-2.201,393.3,22.59,
3,21,9/7/2021 15:06,377,20,-2.175,390.2,22.59,
3,21,9/7/2021 15:06,378,25,-2.161,387.7,22.59,
3,21,9/7/2021 15:06,379,30,-2.167,385,22.59,
3,21,9/7/2021 15:06,380,35,-2.177,382.8,22.58,
3,21,9/7/2021 15:06,381,40,-2.193,380.1,22.58,
3,21,9/7/2021 15:06,382,45,-2.222,378.1,22.59,
3,21,9/7/2021 15:06,383,50,-2.241,375.6,22.56,
3,21,9/7/2021 15:06,384,55,-2.256,373.8,22.56,
3,21,9/7/2021 15:07,385,60,-2.283,371.3,22.58,
3,21,9/7/2021 15:07,386,65,-2.299,369.7,22.56,
3,21,9/7/2021 15:07,387,70,-2.299,368.2,22.56,
3,21,9/7/2021 15:07,388,75,-2.311,365.2,22.56,
3,21,9/7/2021 15:07,389,80,-2.309,363.2,22.56,
3,21,9/7/2021 15:07,390,85,-2.311,361.5,22.56,
3,21,9/7/2021 15:07,391,90,-2.306,359.9,22.56,
3,21,9/7/2021 15:07,392,95,-2.306,359,22.56,
3,21,9/7/2021 15:07,393,100,-2.274,357,22.56,
3,21,9/7/2021 15:07,394,105,-2.272,355.2,22.56,
3,21,9/7/2021 15:07,395,110,-2.269,353.8,22.56,
3,21,9/7/2021 15:07,396,115,-2.266,351.9,22.56,
3,21,9/7/2021 15:08,397,120,-2.245,351,22.56,
3,21,9/7/2021 15:08,398,125,-2.248,350.2,22.56,
3,21,9/7/2021 15:08,399,130,-2.235,348.5,22.56,
3,21,9/7/2021 15:08,400,135,-2.206,347.3,22.56,
3,21,9/7/2021 15:08,401,140,-2.208,345.8,22.56,
3,21,9/7/2021 15:08,402,145,-2.201,344.9,22.56,
3,21,9/7/2021 15:08,403,150,-2.207,344.1,22.56,
3,21,9/7/2021 15:08,404,155,-2.207,343.4,22.56,
3,21,9/7/2021 15:08,405,160,-2.202,342,22.56,
3,21,9/7/2021 15:08,406,165,-2.188,340.6,22.56,
3,21,9/7/2021 15:08,407,170,-2.172,340.5,22.56,
3,21,9/7/2021 15:08,408,175,-2.167,340.5,22.56,
3,21,9/7/2021 15:09,409,180,-2.172,339.5,22.56,
3,21,9/7/2021 15:09,410,185,-2.159,338.1,22.56,
3,21,9/7/2021 15:09,411,190,-2.165,338,22.56,
3,21,9/7/2021 15:09,412,195,-2.141,337.5,22.56,
3,21,9/7/2021 15:09,413,200,-2.122,337.3,22.56,
3,21,9/7/2021 15:09,414,205,-2.122,336.9,22.56,
3,21,9/7/2021 15:09,415,210,-2.114,336.9,22.56,
3,21,9/7/2021 15:09,416,215,-2.096,1481,22.56,
3,21,9/7/2021 15:09,417,220,-2.095,1834,22.56,
3,21,9/7/2021 15:09,418,225,-2.089,1852,22.56,
3,21,9/7/2021 15:09,419,230,-2.079,1862,22.56,
3,21,9/7/2021 15:09,420,235,-2.079,1869,22.56,
3,21,9/7/2021 15:10,421,240,-2.06,1872,22.56,
3,21,9/7/2021 15:10,422,245,-2.074,1874,22.56,
3,21,9/7/2021 15:10,423,250,-2.058,1879,22.56,
3,21,9/7/2021 15:10,424,255,-2.058,1883,22.56,
3,21,9/7/2021 15:10,425,260,-2.042,1885,22.56,
3,21,9/7/2021 15:10,426,265,-2.039,1886,22.56,
3,21,9/7/2021 15:10,427,270,-2.029,1887,22.56,
3,21,9/7/2021 15:10,428,275,-2.023,1886,22.56,
3,21,9/7/2021 15:10,429,280,-2.002,1878,22.56,
3,21,9/7/2021 15:10,430,285,-1.999,1870,22.56,
3,21,9/7/2021 15:10,431,290,-2,1869,22.56,
3,21,9/7/2021 15:10,432,295,-1.987,1871,22.56,
3,21,9/7/2021 15:11,433,300,-1.979,1875,22.56,
